,area,bath,price,location,bhk
5510,1129.0,2.0,69.0,Kondhwa Budruk,2
5511,1108.0,2.0,60.0,Kondhwa Budruk,3
5512,2700.0,3.0,200.0,Kondhwa Budruk,3
5513,1105.0,2.0,35.4,Kondhwa Budruk,2
5514,1100.0,2.0,90.0,Kondhwa Budruk,2
5515,865.0,2.0,33.0,Kondhwa Budruk,2
5516,1590.0,2.0,102.0,Kondhwa Budruk,2
5517,1630.0,3.0,110.0,Kondhwa Budruk,3
5519,705.0,1.0,34.545,Kondhwa Budruk,1
5520,1081.0,2.0,52.0,Kondhwa Budruk,2
5521,1160.0,2.0,44.08,Kondhwa Budruk,2
5523,1612.0,3.0,98.38,Kondhwa Budruk,3
5524,1140.0,2.0,33.06,Kondhwa Budruk,2
5525,1200.0,2.0,34.65,Kondhwa Budruk,2
5527,1910.0,3.0,131.0,Kondhwa Budruk,3
5528,1200.0,8.0,140.0,Kondhwa Budruk,8
5531,1563.05,3.0,105.0,Kondhwa Khurd,3
5533,2135.0,3.0,215.0,Kondhwa Khurd,3
5534,1194.0,2.0,69.0,Kondhwa Khurd,2
5535,1200.0,2.0,85.0,Kondhwa Khurd,1
5536,1445.0,3.0,95.0,Kondhwa Khurd,3
5537,1050.0,2.0,71.0,Kondhwa Khurd,2
5538,1157.0,2.0,84.0,Kondhwa Khurd,2
5539,1174.0,2.0,69.0,Kondhwa Khurd,2
5541,1561.0,3.0,95.0,Kondhwa Khurd,3
5542,1945.0,3.0,97.42,Kondhwa Khurd,3
5543,1535.0,3.0,86.0,Kondhwa Khurd,3
5544,1700.0,3.0,110.0,Kondhwa Khurd,3
5546,1537.0,3.0,120.0,Kondhwa Khurd,3
5548,2000.0,3.0,100.0,Kondhwa Khurd,3
5549,686.0,1.0,62.5,Kondhwa Khurd,1
5550,1546.0,3.0,99.0,Kondhwa Khurd,3
5556,1655.0,3.0,115.0,Kondhwa Khurd,3
5557,1850.0,3.0,170.0,Kondhwa Khurd,3
5559,1600.0,7.0,104.0,Kondhwa Khurd,7
5560,1080.0,4.0,75.0,Kondhwa Khurd,4
5564,920.0,2.0,65.0,Kondhwa Khurd,2
5565,685.0,1.0,40.0,Kondhwa Khurd,1
5567,1666.0,3.0,95.0,Kondhwa Khurd,3
5571,520.0,1.0,14.04,Kondhwa Khurd,1
5573,1200.0,3.0,61.96,Kondhwa Khurd,3
5575,3860.0,3.0,402.0,Kondhwa Khurd,3
5576,1200.0,2.0,70.0,Kondhwa Khurd,2
5577,1252.0,2.0,71.0,Kondhwa Khurd,3
5578,1710.0,3.0,100.0,Kondhwa Khurd,3
5579,418.0,1.0,12.0,Kondhwa Khurd,1
5582,1376.0,4.0,156.0,Kondhwa Khurd,4
5586,1755.0,3.0,122.0,Kondhwa Khurd,3
5595,2400.0,2.0,135.0,Kondhwa Khurd,2
5596,1100.0,3.0,110.0,Kondhwa Khurd,3
5597,600.0,2.0,39.0,Kondhwa Khurd,2
5600,1200.0,2.0,76.0,Kondhwa Khurd,3
5602,2830.0,5.0,190.0,Kondhwa Khurd,4
5603,600.0,1.0,18.0,Kondhwa Khurd,1
5604,1790.0,3.0,97.0,Kondhwa Khurd,3
5605,850.0,1.0,60.0,Kondhwa Khurd,1
5609,1150.0,2.0,69.44,Kondhwa Khurd,2
5610,1063.0,2.0,61.17,Kondhwa Khurd,2
5613,1600.0,5.0,140.0,Kondhwa Khurd,5
5614,1200.0,4.0,130.0,Kondhwa Khurd,4
5615,535.0,1.0,35.0,Kondhwa Khurd,1
5617,1105.0,2.0,80.0,Kondhwa Khurd,2
5618,1320.0,2.0,90.0,Kondhwa Khurd,2
5619,1342.0,2.0,75.0,Kondhwa Khurd,3
5621,900.0,1.0,52.3,Kondhwa Khurd,1
5622,1009.0,2.0,65.0,Kondhwa Khurd,2
5624,2050.0,3.0,150.0,Kondhwa Khurd,3
5625,4201.0,4.0,435.0,Kondhwa Khurd,4
5626,691.0,1.0,31.1,Kondhwa Khurd,1
5629,1360.0,2.0,110.0,Kondhwa Khurd,2
5630,650.0,1.0,50.0,Kondhwa Khurd,1
5631,1050.0,6.0,74.0,Kondhwa Khurd,4
5632,747.0,1.0,34.355,Kondhwa Khurd,1
5633,1720.0,3.0,106.0,Kondhwa Khurd,3
5638,3800.0,6.0,175.0,Kondhwa Khurd,6
5639,1333.0,2.0,78.56,Kondhwa Khurd,2
5640,1075.0,2.0,57.0,Kondhwa Khurd,3
5641,1240.0,4.0,110.0,Kondhwa Khurd,4
5642,1245.0,3.0,66.0,Kondhwa Khurd,3
5647,2640.0,2.0,170.0,Kondhwa Khurd,2
5648,1370.0,2.0,88.0,Kondhwa Khurd,2
5653,1650.0,1.0,130.0,Kondhwa Khurd,2
5654,1810.0,3.0,112.0,Kondhwa Khurd,3
5655,1459.0,2.0,94.82,Koregaon Park,2
5656,1000.0,2.0,60.0,Koregaon Park,2
5657,1060.0,2.0,60.0,Koregaon Park,2
5658,1173.0,2.0,58.0,Koregaon Park,2
5659,1150.0,2.0,69.0,Koregaon Park,2
5660,1000.0,2.0,25.0,Koregaon Park,2
5661,711.0,1.0,36.0,Koregaon Park,1
5662,1025.0,2.0,27.68,Koregaon Park,2
5663,3800.0,4.0,239.0,Koregaon Park,4
5665,1008.0,2.0,45.0,Koregaon Park,2
5667,1020.0,2.0,35.0,Koregaon Park,2
5668,865.0,2.0,42.0,Koregaon Park,2
5669,1135.0,2.0,68.0,Koregaon Park,2
5670,1495.0,2.0,90.0,Koregaon Park,2
5671,1650.0,3.0,175.0,Koregaon Park,3
5673,1050.0,2.0,50.0,Koregaon Park,2
5674,1424.0,2.0,90.0,Koregaon Park,2
5675,1375.0,2.0,85.0,Koregaon Park,3
5676,1470.0,2.0,110.0,Koregaon Park,3
5678,1160.0,2.0,40.59,Koregaon Park,2
5680,1115.0,2.0,33.45,Koregaon Park,2
5682,1243.0,2.0,46.0,Koregaon Park,2
5683,1225.0,2.0,47.0,Koregaon Park,2
5684,1862.0,3.0,119.0,Koregaon Park,3
5685,1200.0,2.0,62.0,Koregaon Park,2
5686,1420.0,2.0,99.39,Koregaon Park,2
5687,1300.0,2.0,61.0,Koregaon Park,2
5689,925.0,2.0,42.0,Koregaon Park,2
5690,1397.0,3.0,108.0,Koregaon Park,3
5691,1410.0,4.0,160.0,Koregaon Park,4
5692,1420.0,2.0,107.0,Koregaon Park,2
5693,550.0,1.0,15.0,Koregaon Park,2
5695,2000.0,3.0,160.0,Koregaon Park,3
5696,1056.0,2.0,33.0,Koregaon Park,2
5697,965.0,2.0,48.0,Koregaon Park,2
5698,1382.0,2.0,76.18,Koregaon Park,3
5699,1185.0,2.0,70.0,Koregaon Park,2
5701,1081.0,2.0,30.27,Koregaon Park,2
5702,1030.0,2.0,50.0,Koregaon Park,2
5703,1339.0,2.0,62.0,Koregaon Park,2
5704,1139.0,2.0,60.0,Koregaon Park,2
5705,1200.0,4.0,110.0,Koregaon Park,4
5706,1161.0,2.0,55.15,Koregaon Park,2
5707,1290.0,2.0,120.0,Koregaon Park,2
5710,905.0,2.0,40.0,Koregaon Park,2
5711,1210.0,2.0,54.0,Koregaon Park,2
5712,1070.0,2.0,52.0,Koregaon Park,2
5713,1670.0,3.0,160.0,Koregaon Park,3
5714,500.0,2.0,55.0,Koregaon Park,2
5715,1148.0,2.0,43.5,Koregaon Park,2
5716,1500.0,2.0,78.0,Koregaon Park,3
5717,1187.0,2.0,59.0,Koregaon Park,2
5718,1198.0,2.0,60.0,Koregaon Park,2
5719,1030.0,2.0,49.35,Koregaon Park,2
5721,1320.0,2.0,115.0,Koregaon Park,2
5724,1219.0,2.0,61.26,Koregaon Park,2
5725,1740.0,4.0,130.0,Koregaon Park,3
5726,1040.0,2.0,45.0,Koregaon Park,2
5728,1130.0,2.0,36.0,Koregaon Park,2
5729,3408.0,3.0,260.0,Koregaon Park,3
5730,1020.0,2.0,47.0,Koregaon Park,2
5731,6000.0,1.0,276.0,Koregaon Park,1
5736,808.0,2.0,40.0,Koregaon Park,2
5738,1256.0,2.0,73.0,Koregaon Park,2
5739,1205.0,2.0,64.47,Koregaon Park,2
5740,1180.0,2.0,70.0,Koregaon Park,2
5741,1035.0,2.0,60.0,Koregaon Park,2
5742,1047.0,2.0,72.0,Koregaon Park,2
5743,753.0,3.0,59.5,Koregaon Park,2
5744,1216.0,2.0,80.0,Koregaon Park,2
5745,1050.0,2.0,60.0,Koregaon Park,2
5746,1200.0,2.0,40.0,Koregaon Park,2
5748,3895.0,3.0,390.0,Koregaon Park,3
5749,1800.0,3.0,125.0,Koregaon Park,3
5750,1200.0,2.0,75.0,Koregaon Park,2
5751,1065.0,2.0,30.75,Koregaon Park,2
5752,1394.0,2.0,85.0,Koregaon Park,2
5754,674.0,1.0,36.85,Koregaon Park,1
5755,675.0,1.0,27.0,Koregaon Park,1
5756,1820.0,3.0,113.0,Koregaon Park,3
5757,1540.0,3.0,150.0,Koregaon Park,3
5758,1050.0,2.0,33.1,Koregaon Park,2
5759,1200.0,3.0,110.0,Koregaon Park,3
5760,1157.0,2.0,75.0,Koregaon Park,3
5761,1140.0,2.0,32.92,Koregaon Park,2
5762,4694.0,5.0,375.0,Koregaon Park,4
5763,1065.0,2.0,45.0,Koregaon Park,2
5764,1100.0,2.0,63.0,Koregaon Park,2
5765,1000.0,2.0,60.0,Koregaon Park,2
5766,8840.0,2.0,300.0,Koregaon Park,2
5767,1050.0,2.0,59.0,Koregaon Park,2
5768,1252.0,2.0,65.0,Koregaon Park,3
5769,1025.0,2.0,39.98,Koregaon Park,2
5770,1625.0,3.0,95.0,Koregaon Park,3
5771,2000.0,3.0,200.0,Koregaon Park,3
5772,605.0,1.0,30.24,Koregaon Park,1
5773,1160.0,2.0,53.0,Koregaon Park,2
5774,1224.0,2.0,75.0,Koregaon Park,2
5775,1175.0,2.0,75.0,Koregaon Park,2
5776,1200.0,2.0,50.0,Koregaon Park,2
5777,845.0,2.0,34.0,Koregaon Park,2
5779,1200.0,2.0,140.0,Koregaon Park,2
5781,645.0,1.0,16.45,Kothrud,1
5785,1500.0,3.0,95.0,Kothrud,3
5786,1460.0,2.0,90.0,Kothrud,3
5787,650.0,1.0,33.0,Kothrud,1
5788,2225.0,2.0,125.0,Kothrud,3
5791,1265.0,2.0,79.0,Kothrud,3
5794,1512.0,3.0,75.77,Kothrud,3
5795,2000.0,3.0,210.0,Kothrud,3
5797,2106.0,3.0,126.0,Kothrud,3
5798,1398.0,3.0,68.0,Kothrud,3
5800,1050.0,1.0,70.0,Kothrud,1
5801,1200.0,4.0,100.0,Kothrud,5
5802,1313.0,2.0,73.0,Kothrud,2
5803,1170.0,2.0,68.0,Kothrud,2
5804,1124.0,3.0,80.0,Kothrud,2
5805,918.0,2.0,63.2,Kothrud,2
5806,1500.0,6.0,80.0,Kothrud,9
5809,1888.0,4.0,95.0,Kothrud,3
5810,1480.0,2.0,145.0,Kothrud,3
5814,2600.0,3.0,195.0,Kothrud,3
5815,1352.0,2.0,75.0,Kothrud,2
5816,4800.0,8.0,225.0,Kothrud,8
5817,812.0,1.0,26.0,Kothrud,1
5818,3027.0,4.0,260.0,Kothrud,3
5819,1893.0,3.0,130.0,Kothrud,3
5820,655.0,1.0,53.0,Kothrud,1
5821,1255.0,3.0,130.0,Kothrud,3
5822,1220.0,3.0,56.0,Kothrud,3
5823,2370.0,4.0,195.0,Kothrud,3
5824,1530.0,3.0,105.0,Kothrud,3
5825,2400.0,1.0,200.0,Kothrud,1
5827,1200.0,5.0,96.0,Kothrud,5
5829,1525.84,3.0,117.0,Kothrud,3
5831,627.0,1.0,30.0,Kothrud,1
5834,1695.0,3.0,150.0,Kothrud,3
5835,1856.0,3.0,135.0,Kothrud,3
5836,1942.0,3.0,155.0,Kothrud,3
5839,1850.0,3.0,155.0,Kothrud,3
5841,1431.5,3.0,72.02,Kothrud,3
5843,1650.0,3.0,82.0,Kothrud,3
5844,1525.0,2.0,99.13,Kothrud,3
5845,1232.0,2.0,88.0,Kothrud,2
5846,1280.0,2.0,69.0,Kothrud,3
5847,1430.0,2.0,90.0,Kothrud,3
5851,1773.5,3.0,85.125,Kothrud,3
5854,2159.0,3.0,120.0,Kothrud,3
5856,2350.0,3.0,210.0,Kothrud,3
5859,883.0,2.0,49.0,Kothrud,2
5860,1418.0,2.0,105.0,Kothrud,2
5861,1700.0,3.0,110.0,Kothrud,3
5864,1655.0,3.0,108.0,Kothrud,3
5868,2100.0,3.0,204.0,Kothrud,4
5869,1735.0,3.0,105.0,Kothrud,3
5870,1683.0,3.0,115.0,Kothrud,3
5873,1216.0,2.0,66.88,Kothrud,2
5875,1285.0,2.0,78.0,Kothrud,2
5876,1610.0,3.0,85.0,Kothrud,3
5878,1655.0,3.0,110.0,Kothrud,3
5881,2030.0,4.0,125.0,Kothrud,3
5883,1710.0,3.0,85.0,Kothrud,3
5889,1145.0,2.0,60.0,Kothrud,3
5891,2615.0,5.0,222.0,Kothrud,4
5894,567.0,1.0,25.0,Kothrud,1
5895,1200.0,2.0,80.0,Kothrud,2
5896,650.0,2.0,58.0,Kothrud,4
5897,600.0,1.0,24.0,Kothrud,1
5898,580.0,1.0,45.0,Kothrud,1
5900,1349.0,2.0,98.0,Kothrud,2
5903,869.0,2.0,36.0,Law College Road,2
5904,4000.0,7.0,225.0,Law College Road,7
5905,2600.0,8.0,180.0,Law College Road,8
5906,3122.0,6.0,230.0,Law College Road,4
5907,1419.0,2.0,48.1,Law College Road,2
5908,1867.0,3.0,160.0,Law College Road,3
5909,1720.0,3.0,100.0,Law College Road,3
5910,1823.0,3.0,100.0,Law College Road,3
5911,1349.0,2.0,98.0,Law College Road,2
5912,1025.0,2.0,44.5,Law College Road,2
5913,1120.0,8.0,145.0,Law College Road,8
5914,1255.0,2.0,77.68,Law College Road,3
5916,3600.0,4.0,300.0,Law College Road,4
5917,1756.0,3.0,100.0,Law College Road,3
5918,900.0,2.0,55.0,Law College Road,2
5919,2400.0,4.0,300.0,Law College Road,5
5920,914.0,2.0,47.0,Law College Road,2
5921,1614.0,3.0,110.0,Law College Road,3
5922,1718.0,3.0,90.2,Law College Road,3
5923,1650.0,3.0,200.0,Law College Road,3
5924,1200.0,8.0,90.0,Law College Road,8
5925,1232.0,2.0,69.61,Law College Road,2
5926,1995.0,3.0,135.0,Law College Road,3
5928,1945.0,3.0,120.0,Law College Road,3
5929,1035.0,2.0,38.3,Law College Road,2
5930,1012.0,2.0,54.59,Law College Road,2
5932,1130.0,2.0,40.0,Law College Road,2
5934,3500.0,4.0,300.0,Law College Road,4
5935,1300.0,2.0,90.87,Law College Road,2
5936,1105.0,2.0,46.37,Law College Road,2
5938,1125.0,2.0,61.2,Law College Road,2
5941,1152.0,2.0,65.0,Law College Road,2
5943,1100.0,2.0,43.0,Law College Road,2
5944,1533.0,3.0,150.0,Law College Road,3
5947,1800.0,3.0,140.0,Law College Road,3
5948,2062.0,3.0,150.0,Law College Road,4
5951,1200.0,5.0,108.0,Law College Road,6
5952,1418.0,2.0,105.0,Law College Road,2
5953,1156.0,2.0,42.0,Law College Road,2
5954,1180.0,1.0,50.0,Law College Road,2
5955,1200.0,2.0,42.6,Law College Road,2
5956,1800.0,3.0,230.0,Law College Road,3
5957,2180.0,3.0,285.0,Law College Road,3
5959,1100.0,2.0,55.0,Law College Road,2
5960,1410.0,2.0,75.0,Law College Road,2
5962,1985.0,3.0,130.0,Law College Road,3
5963,1115.0,2.0,34.555,Law College Road,2
5964,1830.0,4.0,135.0,Law College Road,3
5965,1831.0,3.0,110.0,Law College Road,3
5966,1200.0,4.0,86.0,Law College Road,4
5967,1320.0,2.0,99.26,Law College Road,2
5968,1163.0,2.0,62.0,Law College Road,3
5970,1147.0,2.0,60.0,Law College Road,2
5971,1200.0,2.0,36.0,Law College Road,2
5972,1280.0,5.0,150.0,Law College Road,7
5974,2274.24,4.0,160.0,Law College Road,3
5975,2200.0,3.0,220.0,Law College Road,3
5976,945.0,2.0,33.0,Law College Road,2
5977,800.0,3.0,59.5,Law College Road,2
5978,825.0,2.0,40.0,Law College Road,1
5979,1370.0,2.0,125.0,Law College Road,2
5981,1900.0,4.0,180.0,Law College Road,3
5982,1240.0,2.0,60.0,Law College Road,2
5983,1300.0,2.0,55.0,Law College Road,2
5984,1057.0,2.0,65.0,Law College Road,2
5985,450.0,1.0,9.0,Law College Road,1
5986,1558.0,3.0,90.0,Law College Road,3
5989,1464.0,3.0,56.0,Law College Road,2
5991,1183.0,2.0,77.3,Law College Road,2
5993,1065.0,2.0,42.6,Law College Road,2
5994,2500.0,4.0,300.0,Law College Road,4
5995,545.0,2.0,22.34,Law College Road,2
5996,1200.0,4.0,135.0,Law College Road,4
5999,1590.0,3.0,96.0,Law College Road,3
6000,1340.0,2.0,41.0,Law College Road,2
6001,2215.0,4.0,157.0,Law College Road,3
6002,1300.0,2.0,95.0,Law College Road,2
6003,720.0,1.0,32.39,Law College Road,1
6004,1348.0,2.0,100.0,Law College Road,2
6005,1012.0,2.0,70.0,Law College Road,2
6006,710.0,1.0,40.42,Law College Road,1
6007,1248.52,3.0,115.0,Law College Road,3
6008,1751.0,3.0,115.0,Law College Road,3
6009,3300.0,8.0,310.0,Law College Road,8
6011,1243.0,2.0,46.0,Law College Road,2
6015,1650.0,3.0,150.0,Law College Road,3
6016,1200.0,6.0,140.0,Law College Road,5
6017,1299.0,2.0,89.63,Law College Road,2
6018,1615.0,3.0,150.0,Law College Road,3
6019,1200.0,3.0,150.0,Law College Road,3
6020,1100.0,2.0,44.0,Law College Road,2
6021,883.0,2.0,39.0,Law College Road,2
6023,1200.0,2.0,66.0,Law College Road,3
6024,2206.0,4.0,180.0,Law College Road,3
6025,1245.0,2.0,59.0,Law College Road,2
6026,1175.0,2.0,60.0,Law College Road,2
6027,1310.0,2.0,62.0,Law College Road,2
6028,1015.0,2.0,60.0,Law College Road,2
6030,1828.0,3.0,110.0,Laxmi Road,3
6031,645.0,1.0,16.45,Laxmi Road,1
6036,1566.0,3.0,83.3,Laxmi Road,3
6037,918.0,2.0,52.0,Laxmi Road,2
6038,600.0,3.0,65.0,Laxmi Road,4
6040,2689.0,6.0,220.0,Laxmi Road,4
6041,665.0,1.0,50.75,Laxmi Road,1
6045,1482.0,2.0,83.73,Laxmi Road,3
6047,1200.0,4.0,120.0,Laxmi Road,4
6049,2225.0,4.0,169.0,Laxmi Road,3
6050,1754.0,3.0,135.0,Laxmi Road,3
6051,1573.0,3.0,95.0,Laxmi Road,3
6053,4500.0,5.0,250.0,Laxmi Road,7
6054,3000.0,3.0,250.0,Laxmi Road,3
6055,2500.0,4.0,150.0,Laxmi Road,4
6057,1216.0,2.0,97.16,Laxmi Road,2
6058,2600.0,3.0,200.0,Laxmi Road,3
6059,1530.0,2.0,90.0,Laxmi Road,3
6063,1591.0,3.0,115.0,Laxmi Road,3
6066,1575.0,3.0,93.0,Laxmi Road,3
6073,1200.0,2.0,78.0,Laxmi Road,2
6075,1575.0,3.0,101.0,Laxmi Road,3
6076,615.0,1.0,24.0,Laxmi Road,1
6080,1030.0,2.0,80.0,Laxmi Road,2
6082,2400.0,3.0,260.0,Laxmi Road,3
6083,1652.5,3.0,90.0,Laxmi Road,3
6087,950.0,1.0,39.9,Laxmi Road,1
6088,1717.0,3.0,99.0,Laxmi Road,3
6091,2901.0,4.0,190.0,Laxmi Road,3
6093,940.0,2.0,54.0,Laxmi Road,2
6094,1412.0,2.0,88.0,Laxmi Road,3
6095,5924.0,4.0,625.0,Laxmi Road,4
6096,1614.0,3.0,95.0,Laxmi Road,3
6097,650.0,1.0,70.0,Laxmi Road,1
6098,1484.0,3.0,74.18,Laxmi Road,3
6100,1374.0,3.0,72.0,Laxmi Road,3
6101,1200.0,3.0,95.0,Laxmi Road,5
6102,1634.0,3.0,111.0,Laxmi Road,3
6103,1100.0,2.0,85.0,Laxmi Road,2
6105,1367.0,2.0,86.0,Laxmi Road,2
6106,1466.0,3.0,77.59,Laxmi Road,3
6107,1200.0,2.0,66.0,Laxmi Road,3
6108,1804.0,3.0,150.0,Laxmi Road,3
6109,1320.0,2.0,91.0,Laxmi Road,2
6113,1800.0,6.0,68.0,Laxmi Road,6
6114,1350.0,2.0,130.0,Laxmi Road,3
6116,656.0,1.0,38.77,Laxmi Road,1
6124,1222.0,2.0,98.0,Laxmi Road,2
6126,2275.0,4.0,182.0,Laxmi Road,3
6127,936.0,1.0,53.0,Laxmi Road,1
6131,410.0,1.0,10.0,Laxmi Road,1
6135,1530.0,3.0,76.34,Laxmi Road,3
6136,625.0,1.0,43.68,Laxmi Road,1
6137,1827.0,3.0,97.0,Laxmi Road,3
6138,1322.0,2.0,77.9,Laxmi Road,2
6139,1343.0,2.0,76.0,Laxmi Road,2
6140,1180.0,2.0,85.0,Laxmi Road,2
6142,1410.5,2.0,70.385,Laxmi Road,3
6143,1500.0,3.0,100.0,Laxmi Road,3
6144,1676.0,3.0,92.13,Laxmi Road,3
6145,1770.0,3.0,99.0,Laxmi Road,3
6152,1670.0,3.0,99.0,Lulla Nagar,3
6154,1644.0,3.0,84.0,Lulla Nagar,3
6155,1200.0,2.0,79.0,Lulla Nagar,2
6157,1030.0,2.0,49.0,Lulla Nagar,2
6158,1153.0,2.0,57.0,Lulla Nagar,2
6159,2830.0,3.0,195.0,Lulla Nagar,4
6162,2144.0,3.0,135.0,Lulla Nagar,3
6165,628.0,1.0,24.0,Lulla Nagar,1
6167,3715.0,6.0,224.5,Lulla Nagar,4
6168,1724.0,3.0,127.0,Lulla Nagar,3
6169,1200.0,2.0,95.0,Lulla Nagar,2
6170,1206.0,2.0,56.0,Lulla Nagar,2
6171,1476.0,3.0,105.0,Lulla Nagar,3
6172,1200.0,2.0,80.0,Lulla Nagar,3
6174,1639.0,3.0,83.0,Lulla Nagar,3
6175,1255.0,2.0,92.0,Lulla Nagar,2
6177,871.0,2.0,55.0,Lulla Nagar,2
6178,1476.0,3.0,89.0,Lulla Nagar,3
6179,1700.0,3.0,120.0,Lulla Nagar,3
6180,2400.0,5.0,253.0,Lulla Nagar,4
6181,1517.0,3.0,76.3,Lulla Nagar,3
6182,1372.0,2.0,90.0,Lulla Nagar,3
6183,1100.0,2.0,54.0,Lulla Nagar,2
6184,1241.0,2.0,82.0,Lulla Nagar,2
6185,1137.0,2.0,63.0,Lulla Nagar,2
6186,1680.0,3.0,120.0,Lulla Nagar,3
6188,1255.0,2.0,80.0,Lulla Nagar,2
6189,1965.0,4.0,125.0,Lulla Nagar,3
6190,1097.0,2.0,65.0,Lulla Nagar,2
6194,1785.0,3.0,118.0,Lulla Nagar,3
6198,650.0,1.0,25.0,Lulla Nagar,1
6199,1070.0,2.0,49.65,Lulla Nagar,2
6200,1825.0,3.0,175.0,Lulla Nagar,3
6202,1020.0,2.0,62.0,Lulla Nagar,2
6203,1852.0,2.0,95.0,Lulla Nagar,3
6205,1435.0,3.0,73.0,Lulla Nagar,3
6206,1381.0,2.0,76.18,Lulla Nagar,3
6207,614.5,1.0,30.715,Lulla Nagar,1
6209,550.0,1.0,23.0,Lulla Nagar,1
6210,1060.0,2.0,49.27,Lulla Nagar,2
6211,1200.0,4.0,80.0,Lulla Nagar,3
6213,1485.0,2.0,156.0,Lulla Nagar,3
6215,1322.0,2.0,80.0,Lulla Nagar,2
6217,435.0,1.0,21.0,Lulla Nagar,1
6219,1000.0,2.0,58.0,Lulla Nagar,2
6220,1564.0,3.0,105.0,Lulla Nagar,3
6222,1603.0,3.0,113.0,Lulla Nagar,3
6223,1125.0,2.0,55.0,Lulla Nagar,2
6224,1200.0,6.0,105.0,Lulla Nagar,8
6225,1650.0,3.0,100.0,Lulla Nagar,3
6226,3181.0,4.0,229.0,Lulla Nagar,4
6227,1210.0,2.0,81.0,Lulla Nagar,3
6228,3870.0,4.0,411.0,Lulla Nagar,4
6229,1255.0,2.0,57.5,Lulla Nagar,2
6230,1350.0,3.0,81.0,Lulla Nagar,3
6234,1073.0,2.0,52.36,Lulla Nagar,2
6237,1210.0,2.0,69.0,Lulla Nagar,2
6238,534.0,1.0,19.65,Lulla Nagar,1
6240,1050.0,2.0,49.5,Lulla Nagar,2
6241,2480.0,4.0,265.0,Lulla Nagar,3
6243,1050.0,2.0,48.0,Lulla Nagar,2
6244,1830.0,3.0,133.0,Lulla Nagar,3
6246,1420.0,2.0,99.39,Lulla Nagar,2
6247,2800.0,5.0,220.0,Lulla Nagar,5
6248,1162.0,2.0,58.0,Lulla Nagar,2
6250,1277.0,2.0,92.0,Lulla Nagar,2
6251,1100.0,2.0,58.0,Lulla Nagar,2
6253,1765.0,3.0,118.0,Lulla Nagar,3
6254,3200.0,4.0,270.0,Lulla Nagar,4
6256,1933.0,3.0,140.0,Lulla Nagar,3
6257,1880.0,3.0,96.5,Lulla Nagar,3
6259,1056.0,2.0,75.0,Lulla Nagar,2
6260,1200.0,2.0,65.0,Lulla Nagar,2
6262,1724.0,3.0,128.0,Lulla Nagar,3
6263,1930.0,4.0,122.0,Lulla Nagar,3
6264,1000.0,1.0,60.0,Lulla Nagar,1
6266,1500.0,2.0,91.0,Lulla Nagar,2
6269,1154.0,2.0,57.0,Lulla Nagar,2
6270,1910.0,4.0,150.0,Lulla Nagar,3
6271,1309.0,2.0,69.5,Lulla Nagar,2
6272,1945.0,3.0,135.0,Lulla Nagar,3
6274,814.0,2.0,43.7,Lulla Nagar,2
6275,1500.0,6.0,145.0,Lulla Nagar,5
6278,1285.0,2.0,72.5,Mahatma Gandhi Road,2
6279,1230.0,2.0,48.0,Mahatma Gandhi Road,2
6281,1222.0,2.0,45.0,Mahatma Gandhi Road,2
6282,1200.0,2.0,85.0,Mahatma Gandhi Road,2
6285,1800.0,3.0,110.0,Mahatma Gandhi Road,3
6286,1256.0,2.0,62.8,Mahatma Gandhi Road,2
6288,1500.0,2.0,100.0,Mahatma Gandhi Road,3
6289,850.0,2.0,25.0,Mahatma Gandhi Road,2
6290,1277.0,2.0,61.3,Mahatma Gandhi Road,2
6292,1670.0,3.0,91.86,Mahatma Gandhi Road,3
6293,900.0,2.0,55.0,Mahatma Gandhi Road,2
6294,1075.0,2.0,52.0,Mahatma Gandhi Road,2
6295,1901.0,3.0,119.0,Mahatma Gandhi Road,3
6296,1139.0,2.0,56.8,Mahatma Gandhi Road,2
6297,1804.0,3.0,102.0,Mahatma Gandhi Road,3
6298,1400.0,3.0,91.15,Mahatma Gandhi Road,4
6299,1917.0,3.0,122.0,Mahatma Gandhi Road,3
6300,1020.0,2.0,40.0,Mahatma Gandhi Road,2
6301,1200.0,2.0,65.0,Mahatma Gandhi Road,2
6304,1220.0,3.0,62.0,Mahatma Gandhi Road,3
6306,3800.0,8.0,200.0,Mahatma Gandhi Road,6
6308,2400.0,3.0,149.0,Mahatma Gandhi Road,3
6309,660.0,1.0,62.0,Mahatma Gandhi Road,1
6310,1360.0,2.0,70.5,Mahatma Gandhi Road,3
6311,675.0,3.0,52.0,Mahatma Gandhi Road,2
6312,1200.0,2.0,55.0,Mahatma Gandhi Road,2
6313,1904.0,3.0,155.0,Mahatma Gandhi Road,3
6314,1300.0,2.0,70.0,Mahatma Gandhi Road,3
6315,850.0,2.0,35.0,Mahatma Gandhi Road,2
6316,1027.0,2.0,44.0,Mahatma Gandhi Road,2
6317,2000.0,4.0,180.0,Mahatma Gandhi Road,5
6318,1800.0,9.0,180.0,Mahatma Gandhi Road,9
6319,4000.0,7.0,130.0,Mahatma Gandhi Road,7
6320,1180.0,2.0,60.0,Mahatma Gandhi Road,3
6321,300.0,1.0,20.0,Mahatma Gandhi Road,1
6322,1290.0,2.0,52.0,Mahatma Gandhi Road,2
6323,1120.0,2.0,40.0,Mahatma Gandhi Road,2
6324,1015.0,2.0,48.0,Mahatma Gandhi Road,2
